Time (s),Speed (km/h),Acceleration (m/s²),Power Demand (kW),Engine Power (kW),Battery Power (kW),Fuel Consumption (L/100km),SOC (%),Battery Degradation (%),Regenerative Braking Power (kW),Total Energy Used (kWh),Driving Cycle Type,Target Efficiency
3971,33.46595389,0.739740881,57.36837124,39.50098914,17.8673821,5.36873349,20,8.889797564,0,57.36837124,Urban,Low Efficiency
3972,55.21342421,-0.329511913,51.48057414,29.70010321,21.78047093,6.191640034,20,8.891975611,3.781655797,55.26222994,Urban,Low Efficiency
3973,51.30046549,0.664323206,43.5684959,27.71891875,15.84957715,2.055512139,20,8.893560569,0,43.5684959,HWFET,Low Efficiency
3974,55.33503423,0.408733563,52.61518597,21.76233417,30.8528518,5.315856129,20,8.896645854,0,52.61518597,HWFET,Low Efficiency
3975,52.87366094,-0.45672929,46.6918948,20.16907795,26.52281686,5.078717086,20,8.899298136,5.005622135,51.69751694,Urban,Low Efficiency
3976,57.59361484,0.153519619,58.8048646,37.89156655,20.91329805,5.319620594,20,8.901389466,0,58.8048646,Urban,Low Efficiency
3977,71.70958549,-0.025617918,53.33058435,31.30851229,22.02207206,4.868564681,20,8.903591673,3.935150626,57.26573498,Highway,Low Efficiency
3978,58.52154808,0.312792297,46.84721813,21.4229803,25.42423782,5.64778324,20,8.906134097,0,46.84721813,WLTC,Low Efficiency
3979,34.25516752,-0.111635794,52.31518772,27.27915938,25.03602834,4.138095618,20,8.9086377,2.860038168,55.17522589,Highway,Low Efficiency
3980,70.43844279,-0.153623113,63.1504806,35.46542042,27.68506018,6.694285144,20,8.911406206,9.984963248,73.13544384,Highway,Low Efficiency
3981,74.60921845,0.684547291,44.30369923,28.93399054,15.3697087,5.710474666,20,8.912943177,0,44.30369923,HWFET,Low Efficiency
3982,97.28085102,-0.049360447,54.02656982,22.58978373,31.43678608,5.226028787,20,8.916086855,6.429511393,60.45608121,HWFET,Low Efficiency
3983,33.1475895,0.413211162,49.2953966,28.54285721,20.75253938,3.953725144,20,8.918162109,0,49.2953966,WLTC,Low Efficiency
3984,53.6432302,-0.112675743,54.26983684,33.38196148,20.88787536,6.222975328,20,8.920250897,8.395239893,62.66507673,Highway,Low Efficiency
3985,18.76851945,0.83333163,43.45435058,30.12983692,13.32451366,5.309989548,20,8.921583348,0,43.45435058,Highway,Low Efficiency
3986,58.29723735,-0.339167315,51.10335433,32.81591798,18.28743635,3.86677491,20,8.923412092,4.014779826,55.11813416,Urban,Low Efficiency
3987,41.77699553,-0.307071766,61.07823282,29.49273598,31.58549684,4.915007686,20,8.926570641,8.234784494,69.31301732,Urban,Low Efficiency
3988,78.85168692,0.762258591,40.62993019,24.90101801,15.72891218,5.943623929,20,8.928143532,0,40.62993019,WLTC,Low Efficiency
3989,38.38077545,-0.222473195,36.70594897,23.08743131,13.61851765,5.827360308,20,8.929505384,1.400685073,38.10663404,HWFET,Low Efficiency
3990,24.66225443,0.800537153,37.08544436,22.95294732,14.13249703,5.730513452,20,8.930918634,0,37.08544436,Urban,Low Efficiency
3991,42.93104389,0.44592029,38.2933747,24.73917511,13.55419959,5.138797088,20,8.932274054,0,38.2933747,WLTC,Low Efficiency
3992,20.36768343,-0.077324853,55.95323288,37.5512773,18.40195558,6.5387293,20,8.934114249,3.973575448,59.92680833,Highway,Low Efficiency
3993,61.26649182,-0.906646736,35.94140314,15.43787354,20.5035296,6.856694756,20,8.936164602,3.72958942,39.67099256,WLTC,Low Efficiency
3994,19.02375431,-0.009659152,47.02104655,20.28625049,26.73479606,6.105983924,20,8.938838082,4.111444529,51.13249108,WLTC,Low Efficiency
3995,50.42686372,0.050815027,56.18289303,35.89637383,20.28651921,4.118823088,20,8.940866734,0,56.18289303,Urban,Low Efficiency
3996,18.8328227,0.583608867,54.16659061,25.76768323,28.39890738,3.412907424,20,8.943706625,0,54.16659061,Urban,Low Efficiency
3997,45.19553293,0.794223588,46.1444102,19.2681719,26.8762383,4.18409035,20,8.946394249,0,46.1444102,Highway,Low Efficiency
3998,74.65067234,-0.34249359,51.90923732,27.01194516,24.89729216,7.930485122,20,8.948883978,4.896805514,56.80604283,Highway,Low Efficiency
3999,55.40971837,0.400590882,51.0714533,32.99027294,18.08118035,5.422543871,20,8.950692096,0,51.0714533,Highway,Low Efficiency
4000,37.04759593,0.382701078,47.75759044,20.91636835,26.8412221,8.189662741,20,8.953376218,0,47.75759044,WLTC,Low Efficiency
4001,49.53194767,0.536706351,47.89165281,28.80934786,19.08230495,4.819702485,20,8.955284448,0,47.89165281,WLTC,Low Efficiency
4002,50.27025308,0.249344956,72.35427435,29.02019666,43.33407769,4.611779494,20,8.959617856,0,72.35427435,Urban,Low Efficiency
4003,57.08945519,-0.971248845,58.09310904,25.14974046,32.94336858,4.888915195,20,8.962912193,2.3475076,60.44061664,Highway,Low Efficiency
4004,29.49712455,-0.077711216,74.80650918,37.79637055,37.01013862,4.86173888,20,8.966613207,8.775982941,83.58249212,Urban,Low Efficiency
4005,58.88850911,-0.577853787,45.03036867,19.14153993,25.88882874,3.839523632,20,8.96920209,1.732924865,46.76329354,Highway,Low Efficiency
4006,9.434125526,-0.101302886,49.15033403,32.13303847,17.01729557,3.276727598,20,8.970903819,0.201226318,49.35156035,Highway,Low Efficiency
4007,40.55173171,0.490002118,36.67874235,24.17940275,12.4993396,5.752004941,20,8.972153753,0,36.67874235,Urban,Low Efficiency
4008,42.67589236,0.152575418,41.90433198,26.26023846,15.64409351,6.582351076,20,8.973718163,0,41.90433198,Urban,Low Efficiency
4009,59.49990239,0.574045433,69.01913149,32.62837266,36.39075882,8.667471951,20,8.977357239,0,69.01913149,Urban,Low Efficiency
4010,50.33946279,0.17087696,44.7796571,24.94111022,19.83854688,4.34943064,20,8.979341093,0,44.7796571,Highway,Low Efficiency
4011,28.91655419,-0.64916297,69.192813,31.50048186,37.69233114,4.47101677,20,8.983110326,0.168680115,69.36149312,WLTC,Low Efficiency
4012,35.22510311,-1.260423503,37.56637739,18.19653468,19.36984271,3.843156058,20,8.985047311,4.849484397,42.41586179,Urban,Low Efficiency
4013,52.98020014,0.074404381,39.46530966,21.89541646,17.5698932,6.688591144,20,8.9868043,0,39.46530966,Urban,Low Efficiency
4014,48.81398987,-0.106963233,46.58768779,28.90785326,17.67983452,6.222481182,20,8.988572283,6.477540854,53.06522864,WLTC,Low Efficiency
4015,41.31313836,-0.48847287,49.36250078,21.14671339,28.21578739,3.684598127,20,8.991393862,5.830084937,55.19258572,WLTC,Low Efficiency
4016,42.78749316,-0.850313625,59.23087292,28.96443049,30.26644244,3.64670287,20,8.994420506,2.652137754,61.88301068,HWFET,Low Efficiency
4017,60.44251996,-0.367371607,54.50770417,36.95548237,17.5522218,6.428772138,20,8.996175729,0.688827342,55.19653151,Urban,Low Efficiency
4018,42.23461141,-0.097245742,45.83684743,24.23563698,21.60121044,5.574794227,20,8.99833585,7.55019198,53.38703941,HWFET,Low Efficiency
4019,48.67863134,0.332938912,48.66684193,33.17428338,15.49255856,6.13758307,20,8.999885106,0,48.66684193,HWFET,Low Efficiency
4020,82.54904882,0.094315541,46.8093708,32.64579899,14.16357181,3.675847282,20,9.001301463,0,46.8093708,WLTC,Low Efficiency
4021,28.64476045,0.804033624,40.85346265,22.79614832,18.05731433,2.183412704,20,9.003107194,0,40.85346265,Highway,Low Efficiency
4022,22.22235903,-0.517802028,41.12037063,20.00149119,21.11887945,3.687552475,20,9.005219082,6.528620648,47.64899128,Highway,Low Efficiency
4023,61.75384497,0.440529446,60.27883891,38.41166792,21.86717099,6.031650095,20,9.007405799,0,60.27883891,WLTC,Low Efficiency
4024,39.82035408,0.023649372,31.71835072,14.20326242,17.5150883,8.166586968,20,9.009157308,0,31.71835072,HWFET,Low Efficiency
4025,45.22643708,0.347334562,66.17358697,31.47308823,34.70049875,4.355804016,20,9.012627358,0,66.17358697,HWFET,Low Efficiency
4026,38.28265433,-0.218257432,46.57005774,29.59359391,16.97646383,8.413783823,20,9.014325004,8.255813051,54.8258708,HWFET,Low Efficiency
4027,46.10299789,0.535840187,42.27491394,22.40966882,19.86524512,6.244729651,20,9.016311529,0,42.27491394,HWFET,Low Efficiency
4028,73.97807168,0.147612379,57.39759291,26.4293749,30.96821801,2.910451547,20,9.019408351,0,57.39759291,Urban,Low Efficiency
4029,62.03192688,-0.339722492,64.85216584,38.60894078,26.24322507,5.321050757,20,9.022032673,6.777524603,71.62969044,HWFET,Low Efficiency
4030,62.93335268,-0.006012014,61.17632442,37.91883297,23.25749144,6.295961418,20,9.024358422,3.486747715,64.66307213,WLTC,Low Efficiency
4031,28.75659416,-0.119777929,55.01852049,24.07177856,30.94674193,1.361775652,20,9.027453096,8.763969377,63.78248987,HWFET,Low Efficiency
4032,32.73269395,0.244589175,60.8686349,29.40527705,31.46335784,5.966676737,20,9.030599432,0,60.8686349,HWFET,Low Efficiency
4033,7.413820108,-0.589888375,32.83502423,15.31369798,17.52132625,6.75908177,20,9.032351565,6.482468225,39.31749245,WLTC,Low Efficiency
4034,37.85928768,-0.014675851,44.78169459,23.01583803,21.76585656,5.598302186,20,9.03452815,4.956313419,49.738008,HWFET,Low Efficiency
4035,64.3505478,0.197653626,40.8882994,25.7201088,15.1681906,4.907418184,20,9.03604497,0,40.8882994,Highway,Low Efficiency
4036,57.75419774,0.016511654,62.24638731,38.22628021,24.0201071,4.740610125,20,9.03844698,0,62.24638731,WLTC,Low Efficiency
4037,46.67730106,0.673470622,46.16521981,27.64175651,18.5234633,4.653016508,20,9.040299327,0,46.16521981,Urban,Low Efficiency
4038,49.66549574,0.387011387,58.45406557,23.49185094,34.96221463,3.236030294,20,9.043795548,0,58.45406557,Urban,Low Efficiency
4039,39.66671686,-0.003740398,55.35856942,24.50408291,30.85448651,3.968714252,20,9.046880997,8.797826435,64.15639586,WLTC,Low Efficiency
4040,53.07138324,0.108344549,41.37693064,19.32258242,22.05434822,4.375108932,20,9.049086432,0,41.37693064,Urban,Low Efficiency
4041,61.48817419,0.147832776,44.1304179,21.2526247,22.8777932,5.170241519,20,9.051374211,0,44.1304179,Urban,Low Efficiency
4042,25.76169819,0.201649802,62.93817691,27.94001664,34.99816027,4.164777864,20,9.054874027,0,62.93817691,Urban,Low Efficiency
4043,54.49471532,-0.912828998,42.24517351,22.09822491,20.14694861,3.696306136,20,9.056888722,6.75533643,49.00050994,WLTC,Low Efficiency
4044,63.98652306,-0.150763148,51.2486761,21.65534208,29.59333403,6.139656289,20,9.059848055,0.787609036,52.03628514,HWFET,Low Efficiency
4045,43.77349567,-0.742219534,42.17458714,26.35939772,15.81518942,5.555920958,20,9.061429574,4.237547555,46.41213469,Urban,Low Efficiency
4046,60.51050918,0.639140474,46.86047813,29.81808307,17.04239506,4.191155695,20,9.063133814,0,46.86047813,Highway,Low Efficiency
4047,92.21981667,-0.03042476,49.53838056,28.34982477,21.18855579,5.759417707,20,9.065252669,5.979096753,55.51747731,HWFET,Low Efficiency
4048,48.43485811,-0.096670475,42.1713349,18.00342628,24.16790861,4.320263159,20,9.06766946,0.272083838,42.44341874,HWFET,Low Efficiency
4049,55.89960575,0.448398666,40.39553046,26.94482672,13.45070374,5.094597544,20,9.06901453,0,40.39553046,Urban,Low Efficiency
4050,38.92914375,0.211162399,52.86273337,36.45893815,16.40379522,6.462566082,20,9.07065491,0,52.86273337,Urban,Low Efficiency
4051,52.71876744,-0.564317257,41.55262591,19.14367156,22.40895435,4.09438836,20,9.072895805,4.871444746,46.42407066,HWFET,Low Efficiency
4052,56.90407437,-0.035452681,41.89342444,25.61330229,16.28012216,3.241382588,20,9.074523818,1.750073293,43.64349774,Urban,Low Efficiency
4053,52.9226351,-0.167583487,40.60946856,26.50099153,14.10847703,4.782298125,20,9.075934665,1.013939386,41.62340795,WLTC,Low Efficiency
4054,34.7045702,-0.872266444,49.22091954,27.65984619,21.56107335,2.954802476,20,9.078090773,3.132923481,52.35384302,WLTC,Low Efficiency
4055,53.09542657,-0.345138117,59.43701634,29.54001464,29.8970017,4.583827236,20,9.081080473,4.652066796,64.08908314,Urban,Low Efficiency
4056,71.93293908,-0.091770161,65.06528636,35.3673825,29.69790387,4.579043781,20,9.084050263,6.422083168,71.48736953,HWFET,Low Efficiency
4057,56.72953647,-0.057475466,42.74081914,23.66476346,19.07605568,1.304473814,20,9.085957869,0.012501275,42.75332042,Urban,Low Efficiency
4058,64.42980784,-0.741115712,71.50310793,37.19528132,34.30782662,5.795952746,20,9.089388651,7.110639192,78.61374713,Highway,Low Efficiency
4059,46.44482045,0.575832792,39.95295139,27.12616614,12.82678525,4.72596535,20,9.09067133,0,39.95295139,WLTC,Low Efficiency
4060,61.24850359,-0.051051529,60.83548523,37.9105411,22.92494414,6.772844679,20,9.092963824,4.445378065,65.2808633,HWFET,Low Efficiency
4061,54.18901757,0.018776538,42.78303546,20.2102992,22.57273626,5.32329797,20,9.095221098,0,42.78303546,Highway,Low Efficiency
4062,35.73633905,0.200320819,41.2907673,23.76973859,17.52102871,6.103412855,20,9.096973201,0,41.2907673,Urban,Low Efficiency
4063,54.77781507,-0.394038127,42.55243843,25.81259618,16.73984225,6.78505813,20,9.098647185,7.84587482,50.39831325,WLTC,Low Efficiency
4064,35.12455005,0.228177987,49.475523,21.87050288,27.60502012,4.802424376,20,9.101407687,0,49.475523,Highway,Low Efficiency
4065,40.50679588,-0.183537323,55.79972171,28.31990569,27.47981602,4.998765217,20,9.104155669,3.719308053,59.51902976,HWFET,Low Efficiency
4066,52.83992461,-0.44829277,56.69868038,38.08248993,18.61619045,2.639685165,20,9.106017288,9.068326049,65.76700643,WLTC,Low Efficiency
4067,54.4586641,0.286723747,40.56014985,23.12544772,17.43470213,6.859306618,20,9.107760758,0,40.56014985,Urban,Low Efficiency
4068,32.16151302,0.745836929,40.10340712,18.65206754,21.45133959,4.7814539,20,9.109905892,0,40.10340712,Urban,Low Efficiency
4069,65.80978657,0.362414687,40.83361307,17.83756931,22.99604376,3.491404174,20,9.112205496,0,40.83361307,WLTC,Low Efficiency
4070,58.58009417,0.461488783,48.88645598,27.15486525,21.73159072,6.10958373,20,9.114378655,0,48.88645598,Highway,Low Efficiency
4071,39.42907347,-0.260315303,47.89844396,27.02936576,20.8690782,1.730328212,20,9.116465563,6.250981884,54.14942584,WLTC,Low Efficiency
4072,26.93622805,-0.798809865,40.49824538,20.2622577,20.23598767,4.356088666,20,9.118489162,1.702078388,42.20032377,WLTC,Low Efficiency
4073,47.82643131,0.745068761,52.69603694,31.04454267,21.65149427,6.362466562,20,9.120654311,0,52.69603694,WLTC,Low Efficiency
4074,43.31084429,1.027257445,72.62568808,30.54675701,42.07893107,4.343417222,20,9.124862204,0,72.62568808,Highway,Low Efficiency
4075,51.69710686,0.771403387,44.95284538,19.93847081,25.01437457,3.923117074,20,9.127363642,0,44.95284538,WLTC,Low Efficiency
4076,44.55325008,-0.167892969,45.66488179,25.74961155,19.91527023,4.375767804,20,9.129355169,0.02631644,45.69119823,HWFET,Low Efficiency
4077,19.88814709,-0.577317169,55.5966157,23.26966929,32.32694641,1.985106103,20,9.132587864,6.299881136,61.89649684,Urban,Low Efficiency
4078,44.17479593,-0.532841349,44.41183708,29.5015678,14.91026928,6.073217648,20,9.13407889,4.124578469,48.53641555,Highway,Low Efficiency
4079,45.41571333,-0.841866284,56.68964482,25.0933261,31.59631871,4.815670937,20,9.137238522,5.050990617,61.74063543,HWFET,Low Efficiency
4080,59.50491537,-0.053689309,42.81457293,25.78190665,17.03266628,4.591513085,20,9.138941789,7.438045108,50.25261804,WLTC,Low Efficiency
4081,39.52700488,0.802838979,68.32119608,35.34672454,32.97447153,4.596997075,20,9.142239236,0,68.32119608,HWFET,Low Efficiency
4082,75.1801201,-0.070831316,53.44774973,27.78942653,25.65832319,5.021119698,20,9.144805068,2.048994352,55.49674408,Highway,Low Efficiency
4083,21.32539174,0.15116145,43.79977051,27.57050395,16.22926656,5.980156056,20,9.146427995,0,43.79977051,Urban,Low Efficiency
4084,69.66751247,0.687798482,44.11308301,24.25507758,19.85800543,4.921904688,20,9.148413796,0,44.11308301,Highway,Low Efficiency
4085,46.63521544,-0.202047656,44.86200247,27.71110815,17.15089432,2.957545178,20,9.150128885,2.336390981,47.19839345,WLTC,Low Efficiency
4086,62.89377309,1.017765728,63.72749666,35.14937037,28.57812629,5.863274182,20,9.152986698,0,63.72749666,WLTC,Low Efficiency
4087,51.19702226,0.996047204,37.31248992,21.56182834,15.75066158,5.747854537,20,9.154561764,0,37.31248992,Urban,Low Efficiency
4088,67.09333304,-0.065555669,43.3205833,27.21461374,16.10596956,5.308290497,20,9.156172361,6.914444274,50.23502757,Highway,Low Efficiency
4089,44.18957053,-0.288767132,44.38339443,25.83968482,18.54370961,6.61286196,20,9.158026732,0.026611036,44.41000547,Highway,Low Efficiency
4090,33.52069362,0.348619023,49.84312033,29.14250153,20.70061881,5.045568015,20,9.160096794,0,49.84312033,Highway,Low Efficiency
4091,71.30756431,-0.173762471,47.28890307,30.11195986,17.17694322,6.667064133,20,9.161814488,6.056781505,53.34568458,HWFET,Low Efficiency
4092,48.29779031,-0.578277609,35.08772169,24.02547689,11.0622448,7.110816532,20,9.162920712,7.455101372,42.54282306,Urban,Low Efficiency
4093,53.3233771,0.640619327,46.00177316,23.59959258,22.40218058,5.873469328,20,9.165160931,0,46.00177316,Highway,Low Efficiency
4094,68.52127871,0.608223694,49.00449317,28.0861974,20.91829576,3.878099567,20,9.16725276,0,49.00449317,Urban,Low Efficiency
4095,34.52067137,0.077755802,43.71902165,18.61914207,25.09987957,4.803821422,20,9.169762748,0,43.71902165,HWFET,Low Efficiency
4096,58.93236346,-0.631432377,56.86775489,28.8684133,27.99934159,6.858284051,20,9.172562682,1.023203775,57.89095867,Highway,Low Efficiency
4097,41.15157865,-0.614763126,59.19408429,30.9948967,28.19918759,2.753558201,20,9.175382601,3.368358449,62.56244274,HWFET,Low Efficiency
4098,48.01745967,0.053614644,49.216133,32.01859846,17.19753454,4.412069498,20,9.177102354,0,49.216133,WLTC,Low Efficiency
4099,51.08418448,-0.249935517,52.30541587,28.97812728,23.32728859,4.485552745,20,9.179435083,8.028202053,60.33361792,WLTC,Low Efficiency
4100,27.49667208,-0.170546466,28.38944003,17.5821455,10.80729453,3.702184099,20,9.180515813,8.070061478,36.4595015,WLTC,Low Efficiency
4101,38.31744436,0.510981578,45.78897228,18.57668771,27.21228457,6.309318425,20,9.183237041,0,45.78897228,Urban,Low Efficiency
4102,70.26609339,0.366589659,60.04821692,32.38687374,27.66134318,5.565222607,20,9.186003176,0,60.04821692,Highway,Low Efficiency
4103,63.29286783,0.68907134,45.76563417,30.68106603,15.08456814,3.933412465,20,9.187511632,0,45.76563417,Highway,Low Efficiency
4104,49.06040634,-0.495311612,42.62738324,19.91952779,22.70785545,5.90826938,20,9.189782418,8.51237166,51.1397549,HWFET,Low Efficiency
4105,53.64685188,-0.171595784,72.77688926,29.79898168,42.97790758,4.762375648,20,9.194080209,8.774952784,81.55184204,HWFET,Low Efficiency
4106,45.58636242,0.379490848,68.1907719,36.14265159,32.04812031,3.66470814,20,9.197285021,0,68.1907719,WLTC,Low Efficiency
4107,70.34875079,0.224039171,54.67574912,33.4249009,21.25084822,3.930622385,20,9.199410106,0,54.67574912,Urban,Low Efficiency
4108,46.99471133,0.766190191,61.38910611,32.92537498,28.46373113,5.654076612,20,9.202256479,0,61.38910611,Urban,Low Efficiency
4109,53.47763138,0.210268353,27.74064582,14.92428697,12.81635885,6.408514818,20,9.203538115,0,27.74064582,HWFET,Low Efficiency
4110,67.19045216,0.924054552,42.12448559,25.31435208,16.81013351,4.269847651,20,9.205219128,0,42.12448559,HWFET,Low Efficiency
4111,38.33942773,0.270008901,45.30042127,21.57734456,23.72307671,5.816662001,20,9.207591436,0,45.30042127,Highway,Low Efficiency
4112,73.38183777,0.531083724,47.64019901,29.8021334,17.83806561,7.372631236,20,9.209375242,0,47.64019901,Highway,Low Efficiency
4113,27.04307885,-0.161757473,45.10055979,20.1118757,24.98868409,3.111694165,20,9.211874111,0.123711829,45.22427162,HWFET,Low Efficiency
4114,74.44463197,0.007143606,24.49973708,12.70863057,11.79110652,5.533504809,20,9.213053221,0,24.49973708,Highway,Low Efficiency
4115,44.40986624,0.455472202,53.86024619,32.14392594,21.71632025,6.245983537,20,9.215224853,0,53.86024619,HWFET,Low Efficiency
4116,46.35951878,0.806489085,55.43654128,35.95119031,19.48535097,4.857275275,20,9.217173388,0,55.43654128,Urban,Low Efficiency
4117,21.64984743,0.364618475,66.01898792,42.08441923,23.93456868,6.857424816,20,9.219566845,0,66.01898792,WLTC,Low Efficiency
4118,43.17807924,-0.041585886,42.11690735,25.9653126,16.15159475,8.298255557,20,9.221182005,8.875905625,50.99281298,HWFET,Low Efficiency
4119,34.40290203,0.688667515,41.29836842,20.96837579,20.32999263,5.515033023,20,9.223215004,0,41.29836842,HWFET,Low Efficiency
4120,40.88530482,-1.095989328,23.20015514,10.13130579,13.06884935,4.649615402,20,9.224521889,3.312262894,26.51241803,Highway,Low Efficiency
4121,47.94033551,-0.711117251,47.06433163,21.88727991,25.17705172,6.465474211,20,9.227039594,2.1797718,49.24410343,HWFET,Low Efficiency
4122,64.36687422,0.340817112,59.01111781,38.91489016,20.09622765,6.263103291,20,9.229049217,0,59.01111781,Urban,Low Efficiency
4123,53.11405027,0.007054178,43.88232138,28.83943576,15.04288561,1.221753568,20,9.230553505,0,43.88232138,WLTC,Low Efficiency
4124,54.6151498,0.302756826,71.43444819,48.9660466,22.46840159,4.995896666,20,9.232800345,0,71.43444819,Highway,Low Efficiency
4125,33.56720917,0.032203761,47.43405164,20.05495555,27.37909609,4.4081008,20,9.235538255,0,47.43405164,Urban,Low Efficiency
4126,36.78868866,0.285472847,51.46992284,28.8768258,22.59309705,5.595058537,20,9.237797565,0,51.46992284,WLTC,Low Efficiency
4127,76.98087528,-0.40720141,36.36896919,21.62516778,14.74380141,4.70951258,20,9.239271945,8.752682039,45.12165123,Highway,Low Efficiency
4128,38.97198448,0.285243043,52.87220345,32.42108781,20.45111564,4.872235862,20,9.241317056,0,52.87220345,Urban,Low Efficiency
4129,74.84312378,0.497207264,30.20680205,17.91743561,12.28936644,3.705180861,20,9.242545993,0,30.20680205,HWFET,Low Efficiency
4130,46.35408202,0.610275302,56.93697955,35.92742865,21.0095509,6.101793828,20,9.244646948,0,56.93697955,Highway,Low Efficiency
4131,50.03431904,1.006777147,57.24428176,29.07102036,28.1732614,7.482563332,20,9.247464274,0,57.24428176,HWFET,Low Efficiency
4132,66.0554774,0.122049222,63.59291424,28.86036156,34.73255268,3.728492076,20,9.25093753,0,63.59291424,Highway,Low Efficiency
4133,69.07838633,0.136955543,39.80031281,18.36286979,21.43744303,2.904417465,20,9.253081274,0,39.80031281,WLTC,Low Efficiency
4134,48.3378116,-0.761586232,51.60562118,20.82769879,30.7779224,5.03000483,20,9.256159066,0.352781668,51.95840285,Highway,Low Efficiency
4135,44.1763542,-0.265705701,55.63816559,28.10264614,27.53551946,4.957016508,20,9.258912618,3.166596946,58.80476254,Highway,Low Efficiency
4136,49.16119327,-0.096541037,54.42281638,23.26701744,31.15579894,6.756399179,20,9.262028198,0.285796905,54.70861329,Urban,Low Efficiency
4137,55.06936292,0.525159776,41.34700725,20.52658149,20.82042576,3.156207571,20,9.264110241,0,41.34700725,Highway,Low Efficiency
4138,63.3695553,-0.305500562,26.0801811,15.34722222,10.73295889,4.193067237,20,9.265183536,0.795153042,26.87533415,WLTC,Low Efficiency
4139,50.06344788,0.39817001,53.46960297,35.73605714,17.73354583,1.778445141,20,9.266956891,0,53.46960297,Urban,Low Efficiency
4140,59.28329447,-0.000810858,48.47500322,31.59996437,16.87503885,7.062475454,20,9.268644395,3.042027676,51.51703089,HWFET,Low Efficiency
4141,74.57539598,-0.088584058,44.33329407,21.09388167,23.2394124,5.375816942,20,9.270968336,4.004535132,48.3378292,Highway,Low Efficiency
4142,55.71964418,0.124446985,57.63945364,25.37432517,32.26512846,4.304850629,20,9.274194849,0,57.63945364,WLTC,Low Efficiency
4143,54.67479284,-0.195578186,49.55080462,22.6903878,26.86041682,3.016592782,20,9.276880891,7.714090118,57.26489474,WLTC,Low Efficiency
4144,27.21633762,-0.214518624,36.80804947,25.4452572,11.36279227,3.154285913,20,9.27801717,1.414032436,38.22208191,Highway,Low Efficiency
4145,10.53904795,-0.852392953,30.68547711,17.33245681,13.35302029,5.62140035,20,9.279352472,1.577406158,32.26288327,Highway,Low Efficiency
4146,55.82563594,-0.123977104,38.71036735,17.60356537,21.10680198,3.338862432,20,9.281463152,6.265890517,44.97625787,HWFET,Low Efficiency
4147,48.57763653,-0.239984073,73.93012295,48.21898915,25.71113379,5.156008135,20,9.284034266,5.717421522,79.64754447,HWFET,Low Efficiency
4148,42.27825988,-0.257990495,57.22776774,29.67588092,27.55188682,8.064417292,20,9.286789454,1.540047055,58.76781479,HWFET,Low Efficiency
4149,53.65295306,0.208436531,51.88612342,34.75159484,17.13452858,4.478618566,20,9.288502907,0,51.88612342,HWFET,Low Efficiency
4150,49.09394406,0.329315976,48.18339073,23.04144865,25.14194208,3.557833334,20,9.291017101,0,48.18339073,HWFET,Low Efficiency
4151,66.91670376,0.116097252,47.5260706,24.61691376,22.90915684,5.573010808,20,9.293308017,0,47.5260706,HWFET,Low Efficiency
4152,51.29166302,0.497707595,61.67195983,34.01111938,27.66084046,3.161312389,20,9.296074101,0,61.67195983,Urban,Low Efficiency
4153,38.79615072,0.287780963,45.09404258,30.1131072,14.98093538,7.579976795,20,9.297572195,0,45.09404258,Urban,Low Efficiency
4154,64.85249358,-0.147528095,55.76920411,36.8426548,18.92654931,7.105429503,20,9.299464849,5.574550523,61.34375463,WLTC,Low Efficiency
4155,46.74303388,-0.231428143,46.5157205,26.62125017,19.89447032,4.753742572,20,9.301454297,3.886477232,50.40219773,Urban,Low Efficiency
4156,57.89805026,0.156411118,69.40156632,32.37809685,37.02346947,3.654060228,20,9.305156643,0,69.40156632,Highway,Low Efficiency
4157,42.83883941,0.286883555,57.42288508,29.91773034,27.50515474,4.361345191,20,9.307907159,0,57.42288508,Highway,Low Efficiency
4158,40.25259672,0.698922154,62.45556815,43.26234248,19.19322567,4.556501582,20,9.309826482,0,62.45556815,Highway,Low Efficiency
4159,51.26252345,0.595586522,44.15590225,25.71339342,18.44250883,5.575350698,20,9.311670732,0,44.15590225,WLTC,Low Efficiency
4160,50.19242965,-0.270736503,60.58136113,38.428534,22.15282712,6.559448494,20,9.313886015,3.472267704,64.05362883,Urban,Low Efficiency
4161,57.19740553,-0.05100314,46.87422575,25.07580808,21.79841766,3.445231054,20,9.316065857,4.352199869,51.22642561,Highway,Low Efficiency
4162,45.9703137,0.335508902,51.10034824,28.59586641,22.50448183,6.516364348,20,9.318316305,0,51.10034824,Urban,Low Efficiency
4163,22.45460324,0.533998889,66.35047671,35.07858363,31.27189307,5.926528419,20,9.321443494,0,66.35047671,Highway,Low Efficiency
4164,43.50839175,0.469484734,39.57224943,24.17374929,15.39850014,4.238315764,20,9.322983344,0,39.57224943,HWFET,Low Efficiency
4165,61.90727701,-0.031938916,52.03247731,34.10423479,17.92824252,3.369932156,20,9.324776169,0.222399458,52.25487677,Urban,Low Efficiency
4166,45.53935881,-0.627011326,54.38005259,30.02915788,24.3508947,5.174349076,20,9.327211258,0.601940403,54.98199299,Urban,Low Efficiency
4167,46.30424896,-0.499468188,55.20004381,30.04318896,25.15685485,3.410617274,20,9.329726944,9.223764547,64.42380836,Highway,Low Efficiency
4168,64.79564759,0.136316757,45.49215507,22.84097145,22.65118362,6.535521274,20,9.331992062,0,45.49215507,Urban,Low Efficiency
